9.912500000000000477e-02,2.202857142857142776e+02,-8.399999999999904432e+00,-3.475910714285713521e+00,1.200000000000000000e+01,0.000000000000000000e+00,-6.989427068025808598e-01
1.437499999999999889e-01,2.811428571428571672e+02,-8.787234042553254909e+00,-2.142660714285713919e+00,5.900000000000000000e+01,1.438125000000000098e-01,-3.621284968378914448e-01
1.650625000000000009e-01,1.247058823529411740e+02,1.875862068965516771e+00,-1.928497767857142664e+00,2.000000000000000000e+00,1.651249999999999940e-01,-8.954704705442262380e-01
2.903124999999999734e-01,3.328285714285714221e+02,1.966292134831459482e+00,-1.436936449579832020e+00,1.000000000000000000e+00,2.903749999999999942e-01,-6.218771504330836697e-01
1.322500000000000064e-01,3.290000000000000000e+02,1.000000000000000000e+00,-2.350553571428571686e+00,1.000000000000000000e+00,1.323124999999999996e-01,-1.113023862070764869e+00
2.817500000000000004e-01,2.770909090909090651e+02,-1.668803418803419314e+00,-1.464174665178571644e+00,1.200000000000000000e+01,2.818125000000000213e-01,-1.142434653114217102e+00
1.162500000000000061e-01,1.485000000000000000e+02,2.515384615384615330e+00,-2.650662698412698415e+00,3.000000000000000000e+00,1.163124999999999992e-01,-1.248624923532865916e+00
1.554999999999999993e-01,3.291999999999999886e+02,7.530120481927700560e+00,-2.061158163265306431e+00,0.000000000000000000e+00,1.555624999999999925e-01,-7.238159504347727591e-01
2.439375000000000016e-01,1.791428571428571388e+02,-3.431372549019608531e+00,-1.550160714285714336e+00,6.000000000000000000e+00,2.439999999999999947e-01,-1.020380424162207422e+00
1.381874999999999909e-01,2.192307692307692264e+02,1.724210526315788972e+00,-2.238017857142857281e+00,0.000000000000000000e+00,1.382500000000000118e-01,-1.312971245146783650e+00
1.423750000000000016e-01,9.407692307692308020e+01,1.848888888888889248e+00,-2.238017857142857281e+00,0.000000000000000000e+00,1.424374999999999947e-01,-1.590242003445227592e+00
2.139375000000000027e-01,1.168750000000000000e+02,3.018867924528302105e+00,-1.645884316770186429e+00,3.000000000000000000e+00,2.139999999999999958e-01,-1.372643070560034984e+00
