1.472499999999999920e-01,2.887857142857142776e+02,1.440462427745665019e+00,-2.142660714285713919e+00,1.780000000000000000e+02,1.473125000000000129e-01,-2.028669750822800655e+00
1.548750000000000127e-01,1.105333333333333314e+02,2.062609713282621549e+00,-2.061158163265306431e+00,0.000000000000000000e+00,1.549375000000000058e-01,-2.324063211960893938e+00
7.975000000000000144e-02,2.917500000000000000e+02,-4.000000000000000000e+00,-5.951946428571429415e+00,2.000000000000000000e+00,7.981249999999999456e-02,-2.259604731721748028e+00
1.488124999999999865e-01,3.215714285714285552e+02,-2.121212121212125989e-01,-2.142708791208791652e+00,1.600000000000000000e+01,1.488750000000000073e-01,-2.141392864745286229e+00
1.293749999999999900e-01,2.832500000000000000e+02,4.842105263157894690e+00,-2.350564935064935579e+00,0.000000000000000000e+00,1.294375000000000109e-01,-2.287510466981291124e+00
2.686250000000000027e-01,2.018064516129032313e+02,-2.142570951585976324e+00,-1.495119642857142717e+00,2.200000000000000000e+01,2.686875000000000235e-01,-2.112580082778879209e+00
1.220625000000000043e-01,6.800000000000000000e+01,-1.222222222222222321e+00,-2.485496428571428051e+00,1.980000000000000000e+02,0.000000000000000000e+00,-3.231122267464185516e+00
1.911249999999999893e-01,1.351500000000000057e+02,1.062146892655367836e+01,-1.781866541353383404e+00,3.000000000000000000e+00,1.911875000000000102e-01,-2.643277751959496324e+00
1.325000000000000067e-01,2.504166666666666572e+02,-5.999999999999317879e+00,-2.350485389610389664e+00,1.000000000000000000e+00,1.325624999999999998e-01,-2.156301457148049217e+00
8.749999999999999445e-02,2.450000000000000000e+02,-1.000000000000000000e+00,-3.971242857142856408e+00,0.000000000000000000e+00,8.756250000000000144e-02,-2.441511426889600767e+00
1.693749999999999978e-01,1.258823529411764639e+02,4.430851063829785552e+00,-1.928513392857143183e+00,0.000000000000000000e+00,1.694374999999999909e-01,-2.508045902393877480e+00
3.215624999999999734e-01,2.766666666666666856e+02,-8.468899521531098040e-01,-1.390883928571428729e+00,3.900000000000000000e+01,3.216249999999999942e-01,-2.277483696486832354e+00
2.413125000000000131e-01,1.222142857142857082e+02,2.770577933450087738e+00,-1.550230158730158792e+00,0.000000000000000000e+00,2.413750000000000062e-01,-2.494633188106482713e+00
2.427499999999999936e-01,2.654285714285714448e+02,2.975000000000084555e+01,-1.550165343915343774e+00,4.000000000000000000e+00,2.428124999999999867e-01,-2.639845297894102938e+00
1.611875000000000113e-01,2.330000000000000000e+02,1.500000000000000000e+00,-1.990414285714286136e+00,0.000000000000000000e+00,1.612500000000000044e-01,-1.897704770008561637e+00
1.913124999999999964e-01,1.142999999999999972e+02,3.321299638989169356e+00,-1.781866541353383404e+00,1.000000000000000000e+00,1.913749999999999896e-01,-2.123163444652241161e+00
2.121250000000000080e-01,2.332608695652174049e+02,-1.312312312312314821e+00,-1.675157467532467637e+00,1.900000000000000000e+01,2.121875000000000011e-01,-2.075156432229080306e+00
2.280625000000000013e-01,2.744230769230769056e+02,-8.513097072419109068e-01,-1.594133571428571372e+00,6.100000000000000000e+01,2.281249999999999944e-01,-2.457108305539588589e+00
1.221249999999999974e-01,7.081818181818181301e+01,1.222222222222222099e+00,-2.485621428571428204e+00,0.000000000000000000e+00,1.221875000000000044e-01,-2.449201893300982036e+00
1.843750000000000111e-01,8.047368421052631504e+01,1.454652532391047970e+00,-1.825345238095238409e+00,0.000000000000000000e+00,1.844375000000000042e-01,-2.269023470079709615e+00
3.188750000000000195e-01,1.991538461538461604e+02,-2.065612648221343495e+00,-1.390913533834586602e+00,6.000000000000000000e+00,3.189374999999999849e-01,-2.151155228315030588e+00
1.693125000000000047e-01,2.451764705882353041e+02,-7.727272727272712638e-01,-1.928466517857142959e+00,6.000000000000000000e+00,1.693749999999999978e-01,-2.244395360101697712e+00
1.896875000000000089e-01,1.445500000000000114e+02,-1.772277227722768345e+01,-1.781866541353383404e+00,5.000000000000000000e+00,1.897500000000000020e-01,-2.259875306162811626e+00
3.323125000000000107e-01,2.290487804878048905e+02,-1.024404416037187904e+00,-1.371280357142856898e+00,1.720000000000000000e+02,3.323749999999999760e-01,-1.949287145137488464e+00
